Busco_id Status Sequence Score Length length prop_gc orf_length in_bridges p_good p_bases_covered p_seq_true score p_not_segmented eff_length eff_count tpm coverage sCnuc sCcov sCord sCseg
EOG09360LIN Complete TRINITY_DN123756_c0_g1_i6 357.3 215 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LJ0 Duplicated TRINITY_DN109739_c0_g1_i1 312.4 166 245 0.453061 81 0 0 0.783673 0.985714 0.01 0.995055 245 0 0 0 0.985714 0.783673 0 0.995055
EOG09360LJF Duplicated TRINITY_DN118068_c0_g1_i4 342 197 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LJJ Duplicated TRINITY_DN111867_c0_g1_i1 245.2 183 237 0.468354 50 0 1 1 1 0.996112 0.996112 237 0 0 0 1 1 1 0.996112
EOG09360LJZ Duplicated TRINITY_DN117817_c0_g4_i1 350.5 190 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LJZ Duplicated TRINITY_DN117817_c0_g4_i4 350.5 190 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LJZ Duplicated TRINITY_DN117817_c0_g4_i7 350.5 190 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LK3 Duplicated TRINITY_DN124764_c0_g1_i8 330.1 215 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LK7 Duplicated TRINITY_DN112751_c1_g1_i3 304.4 174 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LL8 Duplicated TRINITY_DN139731_c1_g1_i10 401.5 213 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LLC Duplicated TRINITY_DN127352_c0_g3_i7 275.8 188 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LMM Duplicated TRINITY_DN142589_c0_g1_i4 298.1 165 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LN2 Duplicated TRINITY_DN138169_c1_g1_i1 368.5 198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LO8 Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LPP Duplicated TRINITY_DN112726_c0_g1_i1 307 183 864 0.471065 137 0 0.8 1 0.990476 0.774944 0.977995 864 0 0 0 0.990476 1 0.8 0.977995
EOG09360LPQ Duplicated TRINITY_DN129464_c2_g2_i6 299.8 163 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LR9 Duplicated TRINITY_DN119767_c3_g5_i4 352 193 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LU3 Duplicated TRINITY_DN132478_c0_g2_i2 375.5 194 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LUG Duplicated TRINITY_DN136087_c6_g1_i6 136.4 192 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LVI Duplicated TRINITY_DN134507_c2_g1_i5 292.6 161 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LVN Duplicated TRINITY_DN114576_c0_g1_i1 280.7 145 279 0.397849 89 0 0.333333 1 0.889286 0.231152 0.77979 279 0 0 0 0.889286 1 0.333333 0.77979
EOG09360LWY Duplicated TRINITY_DN106880_c0_g1_i3 267.2 154 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LX9 Duplicated TRINITY_DN109520_c0_g1_i2 317 178 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360LYU Duplicated TRINITY_DN142957_c0_g2_i5 351.2 202 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360M1I Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360M1L Duplicated TRINITY_DN119170_c2_g2_i11 264.9 252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360M1M Fragmented TRINITY_DN130194_c3_g1_i7 227.2 146 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360M2U Duplicated TRINITY_DN121680_c0_g1_i16 349 189 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360M37 Duplicated TRINITY_DN130699_c0_g2_i8 326.4 198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360M3L Duplicated TRINITY_DN110993_c0_g1_i4 207.1 157 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360M5K Duplicated TRINITY_DN129533_c0_g3_i1 371.6 253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MCN Duplicated TRINITY_DN129446_c0_g1_i5 217 188 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MCO Duplicated TRINITY_DN129529_c0_g3_i4 234.1 169 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MCR Duplicated TRINITY_DN135733_c0_g1_i5 218.3 172 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MCT Duplicated TRINITY_DN120163_c0_g1_i4 326.3 177 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MDQ Duplicated TRINITY_DN122987_c1_g1_i9 422.4 230 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MDX Duplicated TRINITY_DN113110_c1_g1_i9 534.9 338 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MF2 Duplicated TRINITY_DN127171_c2_g2_i13 299.5 190 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MF6 Duplicated TRINITY_DN133126_c1_g2_i6 328.7 189 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MGG Fragmented TRINITY_DN122754_c0_g1_i2 352.1 199 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MIR Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MJR Duplicated TRINITY_DN128997_c0_g1_i3 190.6 174 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MKH Duplicated TRINITY_DN124349_c1_g1_i2 349.9 180 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MKH Duplicated TRINITY_DN124349_c1_g1_i5 349.9 180 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MNW Duplicated TRINITY_DN124990_c1_g2_i2 237.7 170 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MO9 Duplicated TRINITY_DN119695_c3_g1_i1 302.4 171 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MQ0 Duplicated TRINITY_DN131874_c0_g5_i2 272.5 174 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MQN Duplicated TRINITY_DN128167_c0_g2_i5 313.1 183 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MRP Duplicated TRINITY_DN113406_c2_g2_i3 281.7 176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MUD Duplicated TRINITY_DN124541_c1_g1_i1 308.5 264 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MWT Complete TRINITY_DN112136_c0_g1_i18 388.6 293 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MYG Duplicated TRINITY_DN142713_c2_g1_i7 380.4 197 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360MZ8 Duplicated TRINITY_DN136441_c2_g1_i4 235.9 135 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360N0I Duplicated TRINITY_DN126059_c0_g2_i1 209.2 139 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360N12 Duplicated TRINITY_DN148876_c1_g1_i27 344.4 164 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360N2Y Complete TRINITY_DN111312_c0_g2_i1 329.1 208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360N4L Duplicated TRINITY_DN117474_c1_g1_i5 362.2 203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360N4U Duplicated TRINITY_DN115349_c0_g1_i1 325.9 187 311 0.475884 43 0 0.5 1 1 0.489076 0.978151 311 0 0 0 1 1 0.5 0.978151
EOG09360N69 Complete TRINITY_DN135378_c1_g2_i2 306.4 142 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360N7D Duplicated TRINITY_DN113907_c1_g1_i7 262.1 189 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360N7F Duplicated TRINITY_DN119932_c0_g3_i6 412.9 245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NB8 Duplicated TRINITY_DN107274_c1_g1_i2 339.2 162 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NBT Duplicated TRINITY_DN126163_c0_g1_i1 386.5 176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NC2 Duplicated TRINITY_DN112720_c0_g1_i2 382.2 197 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NEY Fragmented TRINITY_DN130940_c0_g3_i2 245.8 126 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NF5 Duplicated TRINITY_DN135981_c1_g1_i26 324.6 167 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NFA Duplicated TRINITY_DN127462_c1_g2_i2 285.3 163 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NGB Duplicated TRINITY_DN109417_c0_g1_i2 362.3 204 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NK5 Duplicated TRINITY_DN113722_c1_g4_i2 224.5 126 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NKM Duplicated TRINITY_DN119424_c1_g1_i12 342.8 154 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NKX Duplicated TRINITY_DN129545_c0_g1_i1 288.4 165 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NKX Duplicated TRINITY_DN129545_c0_g1_i2 288.4 165 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NM4 Duplicated TRINITY_DN149616_c3_g1_i6 292.1 182 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NN2 Duplicated TRINITY_DN106410_c0_g1_i4 286.2 170 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NNQ Duplicated TRINITY_DN125594_c1_g2_i10 470.2 252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NP8 Duplicated TRINITY_DN115607_c0_g1_i2 245.9 240 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NQL Duplicated TRINITY_DN116023_c0_g3_i3 419.9 235 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NR1 Duplicated TRINITY_DN123264_c0_g1_i4 219.9 159 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NSW Duplicated TRINITY_DN111297_c0_g1_i9 329.4 164 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NTO Duplicated TRINITY_DN127779_c2_g2_i2 291.6 151 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NTY Duplicated TRINITY_DN133662_c0_g1_i10 223 154 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NUJ Duplicated TRINITY_DN119911_c0_g1_i7 186.3 204 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NY1 Duplicated TRINITY_DN121336_c0_g1_i4 343.7 183 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360NZY Duplicated TRINITY_DN123524_c1_g2_i4 298.1 147 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O09 Duplicated TRINITY_DN133449_c0_g2_i6 264.2 193 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O0R Duplicated TRINITY_DN133741_c0_g1_i6 175.5 155 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O2N Duplicated TRINITY_DN107370_c0_g1_i3 156.1 66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O2N Duplicated TRINITY_DN107370_c0_g1_i5 156.1 66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O4B Duplicated TRINITY_DN111385_c0_g1_i2 379.6 211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O4B Duplicated TRINITY_DN111385_c0_g1_i2 379.6 211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O4B Duplicated TRINITY_DN111385_c0_g1_i6 379.6 211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O4B Duplicated TRINITY_DN111385_c0_g1_i6 379.6 211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O6Q Duplicated TRINITY_DN144582_c0_g1_i8 253.1 165 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O8P Duplicated TRINITY_DN134001_c1_g1_i11 264.9 173 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360O92 Complete TRINITY_DN116322_c8_g1_i5 293 173 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OA3 Duplicated TRINITY_DN121395_c0_g5_i2 295.4 164 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OBH Duplicated TRINITY_DN109406_c0_g2_i3 268.9 145 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OBR Duplicated TRINITY_DN118959_c0_g2_i1 294.5 175 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OC8 Duplicated TRINITY_DN128137_c1_g3_i4 431.1 215 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OD6 Duplicated TRINITY_DN116131_c0_g2_i12 281.8 197 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OGZ Duplicated TRINITY_DN110951_c0_g1_i3 232.7 143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OHU Duplicated TRINITY_DN113090_c0_g1_i4 285.4 166 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OIY Duplicated TRINITY_DN135867_c3_g1_i7 260.8 149 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OJ7 Duplicated TRINITY_DN115931_c0_g1_i6 312.7 187 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OLE Duplicated TRINITY_DN114493_c0_g3_i2 296.6 141 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ONA Duplicated TRINITY_DN108624_c0_g1_i4 334.9 186 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OQ1 Duplicated TRINITY_DN109206_c1_g1_i2 234.4 149 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OQ4 Duplicated TRINITY_DN115165_c0_g2_i2 259.2 156 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OS0 Duplicated TRINITY_DN251045_c0_g1_i1 235.8 120 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OS5 Duplicated TRINITY_DN111700_c0_g2_i1 246.5 143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OT3 Duplicated TRINITY_DN115766_c0_g1_i2 256.3 149 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OTB Duplicated TRINITY_DN142868_c2_g1_i11 269.4 143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OTB Duplicated TRINITY_DN142868_c2_g1_i14 269.4 143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OTB Duplicated TRINITY_DN142868_c2_g1_i8 269.4 143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OW8 Duplicated TRINITY_DN120720_c0_g3_i2 332 208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360OWV Duplicated TRINITY_DN110581_c0_g2_i7 206.7 116 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360P08 Duplicated TRINITY_DN111541_c1_g1_i14 294.7 210 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360P0D Duplicated TRINITY_DN120386_c0_g2_i4 262.5 181 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360P3V Duplicated TRINITY_DN108890_c0_g1_i8 268.1 162 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360P5M Duplicated TRINITY_DN128919_c0_g1_i2 308.6 178 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360P6I Duplicated TRINITY_DN116421_c0_g3_i1 179.4 131 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360P6I Duplicated TRINITY_DN116421_c0_g3_i2 179.4 130 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360P82 Duplicated TRINITY_DN137874_c0_g3_i1 216.1 187 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PA0 Duplicated TRINITY_DN127663_c2_g1_i6 231.2 140 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PFL Duplicated TRINITY_DN127679_c1_g3_i15 185.8 156 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PG1 Duplicated TRINITY_DN119818_c0_g1_i4 298.2 154 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PGO Duplicated TRINITY_DN108146_c0_g1_i2 210.5 140 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PHQ Complete TRINITY_DN134337_c6_g1_i5 237.7 176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PKV Duplicated TRINITY_DN119794_c1_g2_i4 310.5 198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PLI Missing NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PLN Duplicated TRINITY_DN142209_c0_g1_i24 174.8 102 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PMV Complete TRINITY_DN143095_c0_g1_i1 249.2 150 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360POQ Duplicated TRINITY_DN139303_c1_g1_i2 233.5 194 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PQE Duplicated TRINITY_DN125779_c0_g1_i1 283.2 155 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PQR Duplicated TRINITY_DN134398_c1_g1_i10 296.1 211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PQR Duplicated TRINITY_DN134398_c1_g1_i15 296.1 213 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PRE Duplicated TRINITY_DN131669_c1_g2_i3 178.2 138 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PV7 Duplicated TRINITY_DN145312_c0_g1_i13 347.2 326 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PWB Duplicated TRINITY_DN112121_c3_g1_i7 256.8 159 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360PZZ Duplicated TRINITY_DN109633_c0_g2_i1 334.8 177 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360Q05 Duplicated TRINITY_DN126894_c0_g1_i2 232.6 117 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360Q0V Duplicated TRINITY_DN107430_c1_g1_i1 247.2 176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360Q2G Duplicated TRINITY_DN122543_c1_g2_i2 197.7 144 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360Q7Y Duplicated TRINITY_DN136442_c0_g1_i1 118.5 79 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360Q7Y Duplicated TRINITY_DN148131_c1_g4_i1 118.5 79 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QB9 Duplicated TRINITY_DN115613_c0_g2_i1 325.5 168 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QB9 Duplicated TRINITY_DN115613_c0_g3_i2 325.5 168 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QE3 Duplicated TRINITY_DN117335_c1_g3_i2 152.1 136 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QEX Duplicated TRINITY_DN117533_c4_g1_i14 234.9 138 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QFC Fragmented TRINITY_DN115453_c0_g2_i1 243.4 128 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QGD Fragmented TRINITY_DN132803_c1_g1_i2 143.9 96 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QHJ Duplicated TRINITY_DN130610_c1_g2_i1 303.3 188 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QIM Duplicated TRINITY_DN145468_c1_g1_i5 196.8 113 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QIM Duplicated TRINITY_DN145468_c1_g3_i3 196.8 113 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QMN Complete TRINITY_DN98253_c0_g4_i1 198.5 117 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QMO Duplicated TRINITY_DN142813_c2_g3_i1 392.7 255 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QNQ Duplicated TRINITY_DN120788_c2_g1_i3 260.7 131 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QPR Duplicated TRINITY_DN123152_c0_g2_i3 304.8 163 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QQP Duplicated TRINITY_DN109596_c0_g2_i1 156.8 103 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QS9 Duplicated TRINITY_DN143330_c1_g2_i4 222.2 110 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QVA Duplicated TRINITY_DN119239_c1_g1_i1 227.8 157 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QWS Duplicated TRINITY_DN124190_c3_g1_i5 267.3 135 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360QXX Fragmented TRINITY_DN105006_c0_g1_i1 138.1 89 313 0.507987 104 0 0.666667 1 0.914286 0.603292 0.989775 313 0 0 0 0.914286 1 0.666667 0.989775
EOG09360R2K Duplicated TRINITY_DN120596_c3_g1_i6 274.6 168 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360R4F Complete TRINITY_DN129645_c1_g2_i13 387.4 257 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360R4Q Duplicated TRINITY_DN111837_c2_g2_i1 242.8 143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360R4S Duplicated TRINITY_DN125750_c0_g2_i13 300.8 162 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360R5H Duplicated TRINITY_DN109985_c0_g1_i4 154.4 120 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360R94 Duplicated TRINITY_DN133209_c0_g1_i7 218.5 198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360RCD Duplicated TRINITY_DN115992_c0_g1_i16 209.4 120 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360RCD Duplicated TRINITY_DN115992_c0_g1_i9 209.4 120 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360RFB Duplicated TRINITY_DN111196_c0_g3_i2 288.9 172 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360RFQ Duplicated TRINITY_DN144450_c1_g1_i2 99.7 90 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360RHO Duplicated TRINITY_DN108668_c0_g2_i7 229.6 164 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360RLS Duplicated TRINITY_DN111629_c0_g1_i1 264.7 151 224 0.441964 34 0 1 1 1 0.913099 0.913099 224 0 0 0 1 1 1 0.913099
EOG09360ROA Complete TRINITY_DN114847_c2_g3_i2 169.7 114 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ROY Duplicated TRINITY_DN113739_c0_g1_i2 159.6 97 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360RQP Duplicated TRINITY_DN121742_c0_g2_i7 267 164 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360RRZ Duplicated TRINITY_DN132689_c0_g1_i3 154.9 74 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360RS5 Duplicated TRINITY_DN148714_c1_g4_i2 187.7 133 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360RTI Duplicated TRINITY_DN115246_c0_g2_i6 164.8 92 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360S1U Duplicated TRINITY_DN133416_c0_g1_i16 205.9 115 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360S1W Duplicated TRINITY_DN111884_c0_g1_i1 165.4 102 271 0.523985 66 0 1 1 0.997143 0.901041 0.903623 271 0 0 0 0.997143 1 1 0.903623
EOG09360S1W Duplicated TRINITY_DN111884_c0_g1_i6 165.4 102 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360S1W Duplicated TRINITY_DN111884_c0_g3_i2 165.4 102 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360S6Z Complete TRINITY_DN143413_c0_g1_i10 185.5 126 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
